Provider ID,Hospital name,State,ZIP Code,Latitude,Longitude,Review Score,Hip and Knee Replacement Score,Hip and Knee Replacement Lower,Hip and Knee Replacement Upper,Heart Failure Death Score,Heart Failure Death Lower,Heart Failure Death Upper,Blood clots post surgery Score,Blood clots post surgery Lower,Blood clots post surgery Upper,Heart Attack Death Score,Heart Attack Death Lower,Heart Attack Death Upper,Post surgery Sepsis Score,Post surgery Sepsis Lower,Post surgery Sepsis Upper,Postop Respiratory Failure Score,Postop Respiratory Failure Lower,Postop Respiratory Failure Upper,Postop Dialysis need Score,Postop Dialysis need Lower,Postop Dialysis need Upper,Surgical Complication Deaths Score,Surgical Complication Deaths Lower,Surgical Complication Deaths Upper,Pneumonia death Score,Pneumonia death Lower,Pneumonia death Upper,Stroke death Score,Stroke death Lower,Stroke death Upper,Num_OB/GYN,Num_Ortho,Num_Pediatric,Num_Addiction,Num_Prev_Care,Num_Assist
010138,HILL HOSPITAL OF SUMTER COUNTY,AL,36925,32.491825,-88.296081,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,0,1,1
010139,BROOKWOOD BAPTIST MEDICAL CENTER,AL,35209,33.46291,-86.77685,,3.0,2.1,4.2,13.5,11.0,16.5,3.19,1.32,5.07,12.4,9.9,15.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,172.24,131.63,212.85,17.1,14.4,20.3,13.6,10.6,17.2,8,26,0,0,13,54
010144,SPRINGHILL MEMORIAL HOSPITAL,AL,36608,30.685946,-88.13171899999998,94.0,2.0,1.2,3.3,13.1,10.4,16.3,4.18,1.95,6.41,14.6,11.3,18.6,6.77,3.74,9.8,20.46,15.14,25.79,0.82,0,1.99,185.62,139.77,231.48,16.4,13.5,19.7,14.1,10.8,17.9,23,18,2,0,24,67
010146,RMC JACKSONVILLE,AL,36265,33.785191,-85.761263,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,17.6,12.7,23.6,Not Available,Not Available,Not Available,0,0,0,0,0,0
010148,EVERGREEN MEDICAL CENTER,AL,36401,31.431259999999998,-86.94205,90.0,,Not Available,Not Available,11.5,8.1,15.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13.5,9.9,18.0,13.8,9.9,18.9,0,0,0,0,7,0
010149,BAPTIST MEDICAL CENTER EAST,AL,36117,32.376821,-86.172095,,,Not Available,Not Available,12.1,9.5,15.2,3.06,0.59,5.53,12.6,9.6,16.0,4.85,1.28,8.42,8.62,2.28,14.97,1.22,0,2.65,168.66,119.84,217.48,12.4,9.9,15.2,12.3,9.2,15.9,5,25,0,0,57,48
010150,L V STABLER MEMORIAL HOSPITAL,AL,36037,31.82945,-86.64586,,2.6,1.4,4.5,11.3,8.0,15.9,4.24,1.33,7.14,Not Available,Not Available,Not Available,4.89,1.04,8.75,10.75,3.03,18.48,1.28,0,2.73,Not Available,Not Available,Not Available,14.8,10.9,20.0,15.6,10.9,22.0,0,1,1,0,7,1
010157,SHOALS HOSPITAL,AL,35661,34.744941,-87.676511,,3.3,1.9,5.7,11,7.7,15.5,3.49,0.66,6.33,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15.4,11.7,19.6,Not Available,Not Available,Not Available,1,4,0,2,27,25
010158,RUSSELLVILLE HOSPITAL,AL,35653,34.511165000000005,-87.717585,,3.5,2.0,6.2,10.6,7.2,15.4,3.60,0.72,6.48,Not Available,Not Available,Not Available,4.99,1.1,8.88,6.70,0,14.47,1.30,0,2.76,Not Available,Not Available,Not Available,15.1,11.7,19.4,16.4,12.2,21.4,6,1,1,0,14,6
010164,COOSA VALLEY MEDICAL CENTER,AL,35150,33.164666,-86.254598,93.0,2.9,1.7,5.1,11.9,8.4,16.6,4.37,1.60,7.14,13.4,10.3,17.3,5.67,1.81,9.53,8.65,0.91,16.38,1.29,0,2.75,Not Available,Not Available,Not Available,20.4,16.6,24.5,13.8,10.3,18.1,2,1,0,0,13,13
010168,JACK HUGHSTON MEMORIAL HOSPITAL,AL,36867,32.509045,-85.005696,95.0,2.7,2.0,3.5,11.9,7.7,17.3,4.10,1.79,6.40,Not Available,Not Available,Not Available,3.95,0.48,7.41,5.13,0,10.5,1.23,0,2.66,Not Available,Not Available,Not Available,14.5,10.2,20.5,Not Available,Not Available,Not Available,0,136,0,3,13,62
010169,ATMORE COMMUNITY HOSPITAL,AL,36502,31.01657,-87.47973499999998,90.0,,Not Available,Not Available,10,7.2,13.7,3.82,0.85,6.78,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15.7,12.1,19.9,Not Available,Not Available,Not Available,0,2,0,0,7,3
010173,ST VINCENT'S CHILTON,AL,35045,32.876585,-86.623511,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,6,0,0,3,11
011300,WASHINGTON COUNTY HOSPITAL,AL,36518,31.460296000000003,-88.235291,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,0,10,6
011302,RED BAY HOSPITAL,AL,35582,34.457425,-88.146934,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14.8,10.4,20.7,Not Available,Not Available,Not Available,0,0,0,0,14,1
011304,CHOCTAW GENERAL HOSPITAL,AL,36904,32.098332,-88.211845,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1,1,2,0,12,2
011305,ST VINCENTS BLOUNT,AL,35121,33.932536999999996,-86.493059,,,Not Available,Not Available,10.2,7.0,15.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,16,12.2,20.8,Not Available,Not Available,Not Available,0,1,0,0,15,12
013300,CHILDREN'S HOSPITAL OF ALABAMA,AL,35233,33.503221999999994,-86.80538100000004,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,5,0,0,0
013301,UNIVERSITY OF S A CHILDREN'S AND WOMEN'S HOS,AL,36604,30.696082,-88.076883,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,35,0,0,0,0,15
020001,PROVIDENCE ALASKA MEDICAL CENTER,AK,99508,61.189797999999996,-149.817622,96.0,3.0,2.0,4.5,13.3,10.7,16.3,3.69,1.93,5.46,12.1,9.8,14.8,5.22,2.74,7.7,5.55,1.58,9.51,0.90,0,1.96,170.64,134.89,206.39,18,15.4,21.3,15.1,12.1,18.3,16,29,7,0,84,163
020006,MAT-SU REGIONAL MEDICAL CENTER,AK,99645,61.561217000000006,-149.258718,,3.0,1.8,5.2,12.7,9.1,17.3,4.91,2.39,7.43,13.8,10.5,18.0,4.20,0.63,7.78,10.12,3.71,16.54,1.23,0,2.65,165.66,116.22,215.1,16.7,13.5,20.7,14.1,10.6,18.8,5,10,0,2,43,99
020008,BARTLETT REGIONAL HOSPITAL,AK,99801,58.328695999999994,-134.466829,,2.3,1.3,4.0,11.6,7.7,16.7,3.52,0.67,6.36,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,18.7,13.9,24.5,13.5,9.6,18.6,1,4,2,0,39,29
020012,FAIRBANKS MEMORIAL HOSPITAL,AK,99701,64.831407,-147.736254,,2.3,1.3,3.9,12.5,8.9,17.1,3.02,0.38,5.65,12,8.9,15.8,4.47,0.79,8.16,5.76,0,12.96,1.24,0,2.67,Not Available,Not Available,Not Available,17.4,13.4,22.2,15.9,11.8,20.9,6,8,0,0,35,43
020017,ALASKA REGIONAL HOSPITAL,AK,99508,61.209790000000005,-149.827379,,2.3,1.5,3.4,12.4,9.0,16.7,4.01,1.98,6.03,11.8,9.0,15.3,4.41,1.54,7.28,8.06,3.66,12.46,1.51,0.29,2.74,158.12,113.87,202.36,17.9,14.2,22.2,15.1,11.6,19.5,13,22,0,0,9,68
020018,YUKON KUSKOKWIM DELTA REG HOSPITAL,AK,99559,60.79221999999999,-161.75583,,,Not Available,Not Available,12.8,8.8,18.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13.9,10.0,18.7,Not Available,Not Available,Not Available,6,0,0,0,61,23
020024,CENTRAL PENINSULA GENERAL HOSPITAL,AK,99669,60.493865,-151.077658,,2.8,1.6,4.5,11.8,8.4,16.1,4.68,1.97,7.39,Not Available,Not Available,Not Available,7.06,3.22,10.9,6.13,0,13.55,1.29,0,2.75,Not Available,Not Available,Not Available,17,13.2,21.6,16.4,12.5,21.0,11,10,0,2,31,50
020026,ALASKA NATIVE MEDICAL CENTER,AK,99508,61.18189,-149.800578,,3.2,1.9,5.4,12,8.5,16.5,3.71,1.42,6.01,13.6,10.4,17.6,5.55,1.96,9.14,6.41,0,13.07,1.23,0,2.66,182.37,140.5,224.24,16.2,12.8,20.2,14.5,10.9,19.0,19,24,2,0,76,163
021301,PROVIDENCE VALDEZ MEDICAL CENTER,AK,99686,61.13083,-146.34833,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,0,4,0
021302,PROVIDENCE SEWARD HOSPITAL,AK,99664,60.105045999999994,-149.44538300000005,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,0,12,4
021303,SITKA COMMUNITY HOSPITAL,AK,99835,57.058992,-135.345929,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,0,14,2
021304,PETERSBURG MEDICAL CENTER,AK,99833,56.767056,-132.93195,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,0,3,0
021305,WRANGELL MEDICAL CENTER,AK,99929,56.471646,-132.37641399999998,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,0,2,5
021306,PROVIDENCE KODIAK ISLAND MEDICAL CTR,AK,99615,57.800835,-152.373943,93.0,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,16.8,11.9,23.6,Not Available,Not Available,Not Available,0,1,0,0,16,5
021307,CORDOVA COMMUNITY MEDICAL CENTER,AK,99574,60.536166,-145.75335,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,0,4,0
021309,KANAKANAK HOSPITAL,AK,99576,59.040181,-158.523138,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,0,42,12
021310,MANIILAQ HEALTH CENTER,AK,99752,66.865256,-161.780844,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,0,15,14
021311,KETCHIKAN MEDICAL CENTER,AK,99901,55.352717000000005,-131.686049,,2.8,1.6,5.1,12.1,8.2,17.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15.1,11.4,20.1,13.5,10.2,17.4,1,3,0,1,15,18
021312,SAMUEL SIMMONDS MEMORIAL HOSPITAL,AK,99723,71.298135,-156.72732,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,0,0,0,2,2
021313,SOUTH PENINSULA HOSPITAL,AK,99603,59.652133,-151.550296,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13,9.2,17.7,Not Available,Not Available,Not Available,2,1,0,0,13,8
021314,MT EDGECUMBE HOSPITAL,AK,99835,57.052009999999996,-135.356353,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1,3,4,0,34,62
030002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,AZ,85006,33.465724,-112.058127,,3.8,2.4,6.0,11.4,8.9,14.4,3.32,1.84,4.80,11.4,9.0,14.3,5.58,3.28,7.89,20.96,17.07,24.85,0.88,0,1.81,161.15,134.14,188.15,15.8,12.8,19.3,16.1,12.9,20.2,39,17,23,1,22,223
030006,TUCSON MEDICAL CENTER,AZ,85712,32.250749,-110.880169,95.0,2.2,1.7,3.0,13.6,11.5,16.1,1.91,0.34,3.49,14.1,11.4,17.2,3.12,0.81,5.44,3.39,0,7.1,0.68,0,1.6,161.86,121.88,201.83,15.9,13.5,18.7,14.2,11.4,17.3,19,23,1,0,23,120
030007,VERDE VALLEY MEDICAL CENTER,AZ,86326,34.736201,-112.031784,92.0,2.2,1.3,3.6,11.3,8.3,15.1,3.00,0.56,5.45,13.3,10.4,16.6,5.61,2.01,9.22,8.86,1.83,15.89,1.61,0.2,3.02,166.85,120.75,212.95,14.9,11.9,18.1,13.9,10.6,17.6,2,36,0,0,47,135
030010,ST. MARY'S HOSPITAL,AZ,85745,32.228922999999995,-111.000032,,2.3,1.3,4.2,12.9,9.3,17.1,4.32,2.05,6.58,12.6,9.8,15.9,5.60,2.19,9.01,9.33,2.69,15.96,0.99,0,2.26,143.89,101.65,186.12,18.1,14.6,21.9,17,13.4,21.1,2,15,0,0,41,92
030011,ST JOSEPH'S HOSPITAL,AZ,85711,32.225946,-110.857838,,2.6,1.8,3.9,12.9,9.9,16.4,4.20,2.19,6.20,13.2,10.5,16.6,4.78,1.78,7.78,10.98,6.37,15.59,1.02,0,2.31,166.44,122.85,210.03,17.2,14.6,20.2,16.4,13.6,19.7,4,14,0,0,29,79
030012,YAVAPAI REGIONAL MEDICAL CENTER,AZ,86301,34.55938,-112.482065,93.0,2.3,1.5,3.7,12.6,9.9,15.8,3.94,1.93,5.95,14,11.7,16.8,4.39,1.38,7.41,5.89,0.64,11.15,1.11,0,2.27,159.35,116.76,201.95,15.2,12.8,17.8,14.6,11.8,17.9,7,22,0,0,27,199
030013,YUMA REGIONAL MEDICAL CENTER,AZ,85364,32.683899,-114.633238,90.0,2.1,1.4,3.0,11.9,9.8,14.4,2.55,0.74,4.37,11.1,9.2,13.3,6.27,3.35,9.18,8.88,3.56,14.19,1.44,0.24,2.63,177.34,140.14,214.54,15,13.1,17.2,14.5,11.7,17.8,10,21,0,1,34,104
030014,JOHN C. LINCOLN NORTH MOUNTAIN HOSPITAL,AZ,85020,33.567754,-112.07063,,3.0,1.9,4.7,14,10.9,17.8,8.45,6.39,10.51,13.6,10.6,17.0,6.91,3.6,10.21,9.87,4.27,15.47,1.42,0.09,2.75,154.66,112.93,196.38,14.7,12.3,17.5,15.5,12.4,19.4,1,24,1,0,81,98
030016,BANNER CASA GRANDE MEDICAL CENTER,AZ,85122,32.879608000000005,-111.709253,,3.5,2.2,5.3,10.9,7.9,14.9,3.99,1.49,6.49,11.8,9.1,15.3,5.97,2.24,9.69,8.43,1.55,15.3,1.25,0,2.68,149.06,100.85,197.28,17.3,14.2,21.0,13.3,9.7,18.4,2,7,1,0,20,42
030022,MARICOPA MEDICAL CENTER,AZ,85008,33.458525,-112.02643,,,Not Available,Not Available,10.6,6.8,16.3,5.13,2.43,7.82,Not Available,Not Available,Not Available,5.71,1.84,9.59,9.04,1.14,16.93,1.29,0,2.76,Not Available,Not Available,Not Available,16.4,11.7,22.1,Not Available,Not Available,Not Available,25,10,16,3,50,106
030023,FLAGSTAFF MEDICAL CENTER,AZ,86001,35.209534000000005,-111.644835,94.0,2.0,1.4,3.0,11.8,9.0,15.4,3.93,2.25,5.62,12.5,9.8,15.6,3.22,0.31,6.13,8.90,4.44,13.36,1.30,0.03,2.57,163.81,122.11,205.52,12.9,10.5,15.6,12.9,10.0,16.3,1,35,4,0,22,97
030024,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,AZ,85013,33.480294,-112.079208,,2.9,1.6,5.1,11.7,8.5,15.8,6.90,5.41,8.40,12.3,9.4,15.9,6.04,3.74,8.35,9.61,6.54,12.68,1.79,0.73,2.84,127.61,96.29,158.92,18.3,14.9,22.1,13.8,11.1,17.0,15,14,11,0,22,251
030030,ABRAZO CENTRAL CAMPUS,AZ,85015,33.524116,-112.101934,,2.5,1.3,4.4,9.8,7.1,13.6,3.46,0.84,6.09,13.9,10.5,18.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,145.17,102.64,187.7,14.7,11.3,19.0,16,12.2,20.7,0,12,0,0,9,28
030036,CHANDLER REGIONAL MEDICAL CENTER,AZ,85224,33.298691,-111.873508,,2.6,1.6,4.1,10.8,8.5,13.7,4.52,2.79,6.24,13.5,10.8,16.5,5.46,2.91,8.01,14.45,10.44,18.46,2.25,1.2,3.31,159.07,125.31,192.84,17.4,15.1,20.1,13.3,10.6,16.4,1,18,1,1,21,139
030037,ST LUKE'S MEDICAL CENTER,AZ,85006,33.451436,-112.042767,,1.9,1.3,2.8,12.7,8.8,17.6,3.15,0.93,5.38,15.5,11.8,20.0,6.33,3.03,9.63,8.75,3.14,14.36,1.06,0,2.39,165.41,119.5,211.33,15.8,11.4,20.9,Not Available,Not Available,Not Available,0,18,0,1,1,25
030038,SCOTTSDALE OSBORN MEDICAL CENTER,AZ,85251,33.487639,-111.922725,,2.4,1.6,3.6,9.4,7.3,12.0,5.34,3.42,7.25,13.9,11.2,17.1,3.90,0.7,7.1,5.27,0,10.72,1.04,0,2.35,161.59,117.99,205.19,15.5,13.1,18.0,16,13.3,19.3,1,38,2,0,62,112
030043,CANYON VISTA MEDICAL CENTER,AZ,85635,31.554634999999998,-110.230726,,3.3,2.1,5.5,13.7,10.5,17.5,3.71,1.16,6.26,14.4,11.5,17.8,5.48,1.69,9.28,9.42,2.17,16.67,1.27,0,2.72,Not Available,Not Available,Not Available,15.9,12.7,19.7,16.2,12.1,21.2,4,6,1,0,13,33
030055,KINGMAN REGIONAL MEDICAL CENTER,AZ,86409,35.219907,-114.035813,,2.6,1.5,4.4,11.7,9.3,14.6,4.62,2.36,6.87,15.6,12.6,19.3,5.56,2.16,8.96,7.35,0.94,13.75,1.06,0,2.39,166.18,122.69,209.67,16.8,14.3,19.6,13.8,10.6,17.7,5,11,3,0,30,107
030061,BANNER BOSWELL MEDICAL CENTER,AZ,85351,33.604797999999995,-112.282538,,1.8,1.3,2.6,10.3,8.4,12.3,4.99,3.21,6.76,11.4,9.3,14.1,4.43,1.78,7.07,9.81,5.33,14.29,0.69,0,1.76,146.36,108.51,184.22,15.8,13.9,17.8,12.7,10.1,15.6,9,19,0,1,45,135
030062,SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,AZ,85901,34.201966999999996,-110.01839,93.0,2.1,1.3,3.4,10.6,7.5,14.7,3.68,1.14,6.22,13.8,10.4,17.8,5.07,1.42,8.73,6.30,0,12.89,1.21,0,2.62,146.91,97.01,196.81,14.6,11.2,18.6,14.5,10.8,19.6,4,5,1,0,54,89
030064,BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,AZ,85724,32.240663,-110.944717,,2.3,1.4,3.8,9.4,7.2,12.3,5.70,3.95,7.45,12.2,9.5,15.2,5.99,3.39,8.59,7.29,2.92,11.67,1.29,0.16,2.42,179.27,145.35,213.2,14.3,11.7,17.1,14.3,11.0,18.4,18,28,5,0,21,166
030065,BANNER DESERT MEDICAL CENTER,AZ,85202,33.39091,-111.874624,,2.9,1.8,4.5,10.1,7.8,12.8,3.90,2.14,5.67,12.9,10.3,15.9,4.54,1.87,7.22,16.86,12.6,21.12,0.86,0,2.06,148.56,113.44,183.68,14.7,12.5,17.3,14.5,11.6,17.9,9,23,1,0,2,116
