Hospital_Name,Provider ID,State,FISCAL_YEAR,DOMAIN_1_SCORE,DOMAIN_1_FOOTNOTE,DOMAIN_1_START_DATE,DOMAIN_1_END_DATE,PSI_90_W_Z_Score,PSI_90_FOOTNOTE,DOMAIN_2_SCORE,DOMAIN_2_FOOTNOTE,CLABSI_W_Z_SCORE,CLABSI_FOOTNOTE,CAUTI_W_Z_SCORE,CAUTI_FOOTNOTE,SSI_W_Z_SCORE,SSI_FOOTNOTE,MRSA_W_Z_SCORE,MRSA_FOOTNOTE,CDI_W_Z_SCORE,CDI_FOOTNOTE,DOMAIN_2_START_DATE,DOMAIN_2_END_DATE,TOTAL_HAC_SCORE,TOTAL_HAC_FOOTNOTE,PAYMENT_REDUCTION,PAYMENT_REDUCTION_FOOTNOTE
BARTLETT REGIONAL HOSPITAL,020008,AK,2019,-0.2965,,10/01/2015,06/30/2017,-0.2965,,0.1381,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,1.4411,,Not Available,5 - Results are not available for this reporting period.,-1.1649,,01/01/2016,12/31/2017,0.0729,,No,
FAIRBANKS MEMORIAL HOSPITAL,020012,AK,2019,-1.4596,,10/01/2015,06/30/2017,-1.4596,,-0.0346,,1.4853,,1.3947,,-0.2929,,-1.4406,,-1.3196,,01/01/2016,12/31/2017,-0.2484,,No,
ALASKA REGIONAL HOSPITAL,020017,AK,2019,-0.5574,,10/01/2015,06/30/2017,-0.5574,,0.6733,,1.0033,,0.3202,,1.008,,0.9788,,0.0563,,01/01/2016,12/31/2017,0.4887,,Yes,
YUKON KUSKOKWIM DELTA REG HOSPITAL,020018,AK,2019,-0.0446,,10/01/2015,06/30/2017,-0.0446,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,01/01/2016,12/31/2017,-0.0446,,No,
CENTRAL PENINSULA GENERAL HOSPITAL,020024,AK,2019,1.283,,10/01/2015,06/30/2017,1.283,,0.3231,,2.1815,,-0.2503,,-1.4966,,Not Available,5 - Results are not available for this reporting period.,0.8576,,01/01/2016,12/31/2017,0.467,,Yes,
ALASKA NATIVE MEDICAL CENTER,020026,AK,2019,1.223,,10/01/2015,06/30/2017,1.223,,0.7471,,-0.6236,,1.7471,,-0.8893,,2.196,,1.3052,,01/01/2016,12/31/2017,0.8185,,Yes,
BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,030002,AZ,2019,2.347,,10/01/2015,06/30/2017,2.347,,-0.2689,,-0.8119,,-0.7823,,0.9677,,-0.205,,-0.5128,,01/01/2016,12/31/2017,0.1235,,No,
TUCSON MEDICAL CENTER,030006,AZ,2019,-1.5577,,10/01/2015,06/30/2017,-1.5577,,0.0204,,0.9664,,-0.4491,,-0.5498,,0.0174,,0.1171,,01/01/2016,12/31/2017,-0.2163,,No,
VERDE VALLEY MEDICAL CENTER,030007,AZ,2019,-0.2665,,10/01/2015,06/30/2017,-0.2665,,0.2875,,0.4087,,-0.2049,,0.786,,-1.4406,,1.8882,,01/01/2016,12/31/2017,0.2044,,No,
ST. MARY'S HOSPITAL,030010,AZ,2019,1.3426,,10/01/2015,06/30/2017,1.3426,,-0.224,,-0.9301,,-0.6428,,0.6832,,-0.088,,-0.1426,,01/01/2016,12/31/2017,0.011,,No,
ST JOSEPH'S HOSPITAL,030011,AZ,2019,0.5813,,10/01/2015,06/30/2017,0.5813,,-0.1778,,-0.7639,,0.1335,,-0.1113,,0.009,,-0.1564,,01/01/2016,12/31/2017,-0.064,,No,
YAVAPAI REGIONAL MEDICAL CENTER,030012,AZ,2019,-0.5007,,10/01/2015,06/30/2017,-0.5007,,-0.4096,,-0.8655,,-0.3706,,-0.1902,,-1.4406,,0.8189,,01/01/2016,12/31/2017,-0.4233,,No,
AU MEDICAL CENTER,110034,GA,2019,2.347,,10/01/2015,06/30/2017,2.347,,0.8757,,1.441,,0.7092,,2.1365,,-0.1883,,0.2801,,01/01/2016,12/31/2017,1.0964,,Yes,
JOHN C. LINCOLN NORTH MOUNTAIN HOSPITAL,030014,AZ,2019,2.3254,,10/01/2015,06/30/2017,2.3254,,0.5584,,0.5269,,0.7493,,1.6961,,-0.0846,,-0.0956,,01/01/2016,12/31/2017,0.8235,,Yes,
BANNER CASA GRANDE MEDICAL CENTER,030016,AZ,2019,-0.134,,10/01/2015,06/30/2017,-0.134,,-0.4531,,-0.1268,,-1.0143,,-0.3168,,-0.0127,,-0.7947,,01/01/2016,12/31/2017,-0.4052,,No,
MARICOPA MEDICAL CENTER,030022,AZ,2019,0.5011,,10/01/2015,06/30/2017,0.5011,,0.8705,,0.2314,,-0.0758,,1.2264,,2.196,,0.7747,,01/01/2016,12/31/2017,0.8151,,Yes,
FLAGSTAFF MEDICAL CENTER,030023,AZ,2019,0.1454,,10/01/2015,06/30/2017,0.1454,,-0.1754,,-0.1453,,-0.3427,,-0.9553,,-0.0729,,0.6393,,01/01/2016,12/31/2017,-0.1273,,No,
ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,030024,AZ,2019,2.2158,,10/01/2015,06/30/2017,2.2158,,-0.1611,,-0.3041,,-0.266,,0.0741,,-0.3822,,0.0729,,01/01/2016,12/31/2017,0.1955,,No,
ABRAZO CENTRAL CAMPUS,030030,AZ,2019,-0.6833,,10/01/2015,06/30/2017,-0.6833,,-0.5445,,-0.9227,,-0.102,,-0.904,,-0.9357,,0.142,,01/01/2016,12/31/2017,-0.5653,,No,
BANNER PAYSON MEDICAL CENTER,030033,AZ,2019,0.3792,,10/01/2015,06/30/2017,0.3792,,0.3906,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-0.3113,,Not Available,5 - Results are not available for this reporting period.,1.0925,,01/01/2016,12/31/2017,0.3889,,Yes,
CHANDLER REGIONAL MEDICAL CENTER,030036,AZ,2019,1.9312,,10/01/2015,06/30/2017,1.9312,,0.2074,,-0.0289,,0.2242,,0.5089,,-0.1381,,0.4708,,01/01/2016,12/31/2017,0.466,,Yes,
ST LUKE'S MEDICAL CENTER,030037,AZ,2019,1.4645,,10/01/2015,06/30/2017,1.4645,,0.277,,2.2018,,0.4597,,0.3475,,-0.3705,,-1.2533,,01/01/2016,12/31/2017,0.4551,,Yes,
SCOTTSDALE OSBORN MEDICAL CENTER,030038,AZ,2019,-0.5737,,10/01/2015,06/30/2017,-0.5737,,0.5103,,0.3348,,0.5731,,1.6576,,-0.5043,,0.4901,,01/01/2016,12/31/2017,0.3477,,Yes,
CANYON VISTA MEDICAL CENTER,030043,AZ,2019,0.6592,,10/01/2015,06/30/2017,0.6592,,0.2982,,-0.4001,,-0.9864,,2.1365,,0.6293,,0.1116,,01/01/2016,12/31/2017,0.3523,,Yes,
KINGMAN REGIONAL MEDICAL CENTER,030055,AZ,2019,0.7509,,10/01/2015,06/30/2017,0.7509,,0.7383,,-0.7307,,-0.9009,,1.808,,2.196,,1.319,,01/01/2016,12/31/2017,0.7402,,Yes,
BANNER BOSWELL MEDICAL CENTER,030061,AZ,2019,-0.0883,,10/01/2015,06/30/2017,-0.0883,,-0.3219,,-0.6974,,-0.4788,,0.2062,,0.0308,,-0.6703,,01/01/2016,12/31/2017,-0.2869,,No,
SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,030062,AZ,2019,-0.9409,,10/01/2015,06/30/2017,-0.9409,,-0.6588,,-0.5774,,0.0079,,-0.0746,,-1.4406,,-1.2091,,01/01/2016,12/31/2017,-0.7011,,No,
BANNER - UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,030064,AZ,2019,1.2136,,10/01/2015,06/30/2017,1.2136,,0.9029,,0.2794,,0.0602,,1.7218,,1.3801,,1.0731,,01/01/2016,12/31/2017,0.9495,,Yes,
BANNER DESERT MEDICAL CENTER,030065,AZ,2019,1.4349,,10/01/2015,06/30/2017,1.4349,,-0.288,,0.0929,,-0.8067,,0.3144,,-0.2485,,-0.7919,,01/01/2016,12/31/2017,-0.0295,,No,
MT. GRAHAM REGIONAL MEDICAL CENTER,030068,AZ,2019,-0.3044,,10/01/2015,06/30/2017,-0.3044,,-0.8776,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-0.8776,,01/01/2016,12/31/2017,-0.7916,,No,
HAVASU REGIONAL MEDICAL CENTER,030069,AZ,2019,-0.2003,,10/01/2015,06/30/2017,-0.2003,,0.1373,,-1.4878,,-1.5202,,1.1328,,2.196,,0.3658,,01/01/2016,12/31/2017,0.0867,,No,
FORT DEFIANCE INDIAN HOSPITAL,030071,AZ,2019,-0.1439,,10/01/2015,06/30/2017,-0.1439,,-0.2061,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-0.2061,,01/01/2016,12/31/2017,-0.1968,,No,
TUBA CITY REGIONAL HEALTH CARE CORPORATION,030073,AZ,2019,-1.125,,10/01/2015,06/30/2017,-1.125,,-0.7099,,0.1299,,-1.5202,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-0.7394,,01/01/2016,12/31/2017,-0.7722,,No,
SELLS HOSPITAL,030074,AZ,2019,0.0689,,10/01/2015,06/30/2017,0.0689,,2.1012,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,2.1365,18 - This result is not based on performance data; the hospital did not submit data and did not submit an HAI exemption form.,2.196,18 - This result is not based on performance data; the hospital did not submit data and did not submit an HAI exemption form.,1.9711,18 - This result is not based on performance data; the hospital did not submit data and did not submit an HAI exemption form.,01/01/2016,12/31/2017,1.7964,,Yes,
SAN CARLOS APACHE HEALTHCARE,030077,AZ,2019,0.0503,,10/01/2015,06/30/2017,0.0503,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,01/01/2016,12/31/2017,0.0503,,No,
ADVENTIST HEALTH ST HELENA,050013,CA,2019,-0.3034,,10/01/2015,06/30/2017,-0.3034,,0.2298,,0.4272,,-0.0322,,1.7181,,-1.4406,,0.4763,,01/01/2016,12/31/2017,0.1498,,No,
PHOENIX INDIAN MEDICAL CENTER,030078,AZ,2019,-0.0732,,10/01/2015,06/30/2017,-0.0732,,0.1371,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,0.2594,,Not Available,5 - Results are not available for this reporting period.,0.0149,,01/01/2016,12/31/2017,0.1056,,No,
ABRAZO SCOTTSDALE CAMPUS,030083,AZ,2019,-0.2769,,10/01/2015,06/30/2017,-0.2769,,0.4569,,-1.1351,,-0.0898,,1.3677,,2.196,,-0.0542,,01/01/2016,12/31/2017,0.3468,,Yes,
CHINLE COMPREHENSIVE HEALTH CARE FACILITY,030084,AZ,2019,-0.0582,,10/01/2015,06/30/2017,-0.0582,,1.6451,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,1.6451,,01/01/2016,12/31/2017,1.3896,,Yes,
NORTHWEST MEDICAL CENTER,030085,AZ,2019,-0.9999,,10/01/2015,06/30/2017,-0.9999,,-0.1062,,0.2148,,0.2085,,-0.57,,-0.72,,0.3354,,01/01/2016,12/31/2017,-0.2403,,No,
SCOTTSDALE SHEA MEDICAL CENTER,030087,AZ,2019,-1.5519,,10/01/2015,06/30/2017,-1.5519,,0.1235,,0.9683,,-0.7893,,0.0135,,-0.3772,,0.8024,,01/01/2016,12/31/2017,-0.1278,,No,
BANNER BAYWOOD MEDICAL CENTER,030088,AZ,2019,0.3573,,10/01/2015,06/30/2017,0.3573,,-0.3677,,-1.2182,,-0.6672,,0.2264,,0.2782,,-0.4576,,01/01/2016,12/31/2017,-0.2589,,No,
BANNER THUNDERBIRD MEDICAL CENTER,030089,AZ,2019,2.347,,10/01/2015,06/30/2017,2.347,,-0.2129,,0.2647,,-1.1364,,1.1383,,-0.5946,,-0.7366,,01/01/2016,12/31/2017,0.171,,No,
HONORHEALTH DEER VALLEY MEDICAL CENTER,030092,AZ,2019,0.9457,,10/01/2015,06/30/2017,0.9457,,0.4711,,0.5306,,0.1858,,1.2704,,-0.1933,,0.562,,01/01/2016,12/31/2017,0.5423,,Yes,
BANNER DEL E. WEBB MEDICAL CENTER,030093,AZ,2019,-0.0905,,10/01/2015,06/30/2017,-0.0905,,-0.4816,,-0.6051,,-1.2952,,0.4153,,-0.3438,,-0.5792,,01/01/2016,12/31/2017,-0.4229,,No,
ABRAZO ARROWHEAD CAMPUS,030094,AZ,2019,-0.2455,,10/01/2015,06/30/2017,-0.2455,,-0.2087,,-0.101,,-0.5311,,-0.4342,,-0.1632,,0.1862,,01/01/2016,12/31/2017,-0.2142,,No,
WESTERN ARIZONA REGIONAL MEDICAL CENTER,030101,AZ,2019,1.4668,,10/01/2015,06/30/2017,1.4668,,-0.9681,,-1.4878,,-0.9725,,-0.7278,,-1.4406,,-0.2117,,01/01/2016,12/31/2017,-0.6028,,No,
MAYO CLINIC HOSPITAL,030103,AZ,2019,-1.495,,10/01/2015,06/30/2017,-1.495,,0.084,,-0.4795,,-0.6707,,0.841,,-0.3939,,1.1229,,01/01/2016,12/31/2017,-0.1529,,No,
BANNER HEART HOSPITAL,030105,AZ,2019,1.3327,,10/01/2015,06/30/2017,1.3327,,-0.2052,,-0.8415,,1.14,,Not Available,5 - Results are not available for this reporting period.,0.2665,,-1.386,,01/01/2016,12/31/2017,0.0255,,No,
ARIZONA SPINE AND JOINT HOSPITAL,030107,AZ,2019,-1.1968,,10/01/2015,06/30/2017,-1.1968,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,01/01/2016,12/31/2017,-1.1968,,No,
"CORE INSTITUTE SPECIALTY HOSPITAL, THE",030108,AZ,2019,-1.4016,,10/01/2015,06/30/2017,-1.4016,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,01/01/2016,12/31/2017,-1.4016,,No,
ABRAZO WEST CAMPUS,030110,AZ,2019,-0.6063,,10/01/2015,06/30/2017,-0.6063,,-1.0844,,-1.0077,,-1.3964,,-1.4966,,-0.7183,,-0.803,,01/01/2016,12/31/2017,-1.0127,,No,
BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,030111,AZ,2019,0.1044,,10/01/2015,06/30/2017,0.1044,,-0.5593,,-0.7805,,-0.1125,,-0.0929,,-0.817,,-0.9936,,01/01/2016,12/31/2017,-0.4597,,No,
ARIZONA SPECIALTY HOSPITAL,030112,AZ,2019,-1.0212,,10/01/2015,06/30/2017,-1.0212,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,01/01/2016,12/31/2017,-1.0212,,No,
WHITERIVER PHS INDIAN HOSPITAL,030113,AZ,2019,0.0104,,10/01/2015,06/30/2017,0.0104,,-1.9247,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-1.9247,,01/01/2016,12/31/2017,-1.6345,,No,
ORO VALLEY HOSPITAL,030114,AZ,2019,-0.6299,,10/01/2015,06/30/2017,-0.6299,,-0.6543,,-0.7011,,-0.8434,,-1.4966,,Not Available,5 - Results are not available for this reporting period.,0.4238,,01/01/2016,12/31/2017,-0.6507,,No,
BANNER ESTRELLA MEDICAL CENTER,030115,AZ,2019,-0.8085,,10/01/2015,06/30/2017,-0.8085,,-0.585,,0.4733,,-0.7021,,-0.7443,,-1.0025,,-0.9494,,01/01/2016,12/31/2017,-0.6185,,No,
KAISER FOUNDATION HOSPITAL - WALNUT CREEK,050072,CA,2019,-0.447,,10/01/2015,06/30/2017,-0.447,,0.7436,,-0.1139,,2.1658,,1.2521,,-0.5294,,0.9433,,01/01/2016,12/31/2017,0.565,,Yes,
VALLEY VIEW MEDICAL CENTER,030117,AZ,2019,-0.54,,10/01/2015,06/30/2017,-0.54,,-0.3456,,-1.4878,,-1.5202,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,1.9711,,01/01/2016,12/31/2017,-0.3748,,No,
MERCY GILBERT MEDICAL CENTER,030119,AZ,2019,1.3604,,10/01/2015,06/30/2017,1.3604,,0.0149,,0.08,,0.2661,,0.2722,,-0.8186,,0.2746,,01/01/2016,12/31/2017,0.2167,,No,
GILBERT HOSPITAL,030120,AZ,2019,-0.059,,10/01/2015,06/30/2017,-0.059,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,01/01/2016,12/31/2017,-0.059,,No,
"MOUNTAIN VISTA MEDICAL CENTER, LP",030121,AZ,2019,0.6161,,10/01/2015,06/30/2017,0.6161,,-0.511,,-0.5442,,-0.8992,,-1.4966,,0.0525,,0.3326,,01/01/2016,12/31/2017,-0.3419,,No,
BANNER GATEWAY MEDICAL CENTER,030122,AZ,2019,-0.128,,10/01/2015,06/30/2017,-0.128,,0.9961,,0.8667,,0.2295,,-0.1204,,2.0338,,1.9711,,01/01/2016,12/31/2017,0.8275,,Yes,
SCOTTSDALE THOMPSON PEAK MEDICAL CENTER,030123,AZ,2019,-1.5577,,10/01/2015,06/30/2017,-1.5577,,0.1757,,-0.6254,,1.2988,,1.6502,,-1.4406,,-0.0044,,01/01/2016,12/31/2017,-0.0843,,No,
BANNER IRONWOOD MEDICAL CENTER,030130,AZ,2019,0.5235,,10/01/2015,06/30/2017,0.5235,,0.5835,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-0.0636,,Not Available,5 - Results are not available for this reporting period.,1.2306,,01/01/2016,12/31/2017,0.5745,,Yes,
O.A.S.I.S. HOSPITAL,030131,AZ,2019,-1.5577,,10/01/2015,06/30/2017,-1.5577,,-1.5202,,Not Available,5 - Results are not available for this reporting period.,-1.5202,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,01/01/2016,12/31/2017,-1.5258,,No,
BANNER GOLDFIELD MEDICAL CENTER,030134,AZ,2019,-0.0776,,10/01/2015,06/30/2017,-0.0776,,-1.4661,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-1.4661,,01/01/2016,12/31/2017,-1.2578,,No,
DIGNITY HEALTH - ARIZONA GENERAL HOSPITAL,030136,AZ,2019,0.0668,,10/01/2015,06/30/2017,0.0668,,-1.9247,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-1.9247,,01/01/2016,12/31/2017,-1.626,,No,
SANTA CRUZ VALLEY REGIONAL HOSPITAL,030137,AZ,2019,-0.1968,,10/01/2015,06/30/2017,-0.1968,,-0.5681,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-0.5681,,01/01/2016,12/31/2017,-0.5124,,No,
SILOAM SPRINGS REGIONAL HOSPITAL,040001,AR,2019,-0.1569,,10/01/2015,06/30/2017,-0.1569,,0.9472,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,2.1365,,Not Available,5 - Results are not available for this reporting period.,-0.2421,,01/01/2016,12/31/2017,0.7816,,Yes,
JOHNSON REGIONAL MEDICAL CENTER,040002,AR,2019,0.6022,,10/01/2015,06/30/2017,0.6022,,-1.3099,,Not Available,5 - Results are not available for this reporting period.,-0.6951,,Not Available,5 - Results are not available for this reporting period.,Not Available,5 - Results are not available for this reporting period.,-1.9247,,01/01/2016,12/31/2017,-1.0231,,No,
